model_a,model_b,layer,metric,boot_mean,ci_low,ci_high,n_boot,boot_sample_size
gemma1_1_2b_it,gemma2_2b_it,layer_10,rsa_spearman,0.925281456744199,0.9037864585279516,0.9401761380575322,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_12,cka,0.9771429747343063,0.974201799929142,0.9798941135406494,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_12,rsa_spearman,0.9326745941250141,0.9137182250509699,0.9470251604619522,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_2,cka,0.9483322590589524,0.9419170886278152,0.9579590260982513,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_2,rsa_spearman,0.6281648640156844,0.5873972182475188,0.6728955199347538,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_4,cka,0.9416273842255275,0.9335699945688247,0.9491912990808486,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_4,rsa_spearman,0.5920243633372633,0.5509454922551706,0.6303359198645802,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_6,cka,0.9670747737089793,0.9625659078359604,0.971371927857399,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_6,rsa_spearman,0.8675965135340084,0.8494005016675944,0.888574871861381,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_8,cka,0.9693027049303055,0.9659662187099457,0.9732978790998459,60,240
gemma1_1_2b_it,gemma2_2b_it,layer_8,rsa_spearman,0.840207738849221,0.8192291852481997,0.8650429176576805,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_0,cka,0.7779888858397802,0.7321318626403809,0.8167672336101532,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_0,rsa_spearman,0.8653175613021984,0.8490633905436397,0.8816951419001701,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_10,cka,0.7076149801413218,0.6666978746652603,0.7498632714152336,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_10,rsa_spearman,0.8831596574759127,0.8622878811839195,0.8999082765508643,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_12,cka,0.6880385915438334,0.6518550172448159,0.7262880757451058,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_12,rsa_spearman,0.8661629606587948,0.8506710583985808,0.8839516448385647,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_2,cka,0.9197320302327474,0.9095480874180794,0.9290289357304573,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_2,rsa_spearman,0.7499416495865068,0.7267742471692122,0.7729475034392875,60,240
gemma1_1_2b_it,gemma3_1b_it,layer_4,cka,0.9044493228197098,0.8919958308339119,0.9145123645663261,60,240
