edge_type,model_from,model_to,layer,cka_before,cka_after,cka_gain,procrustes_before,procrustes_after,procrustes_gain,operator_r2_train,operator_r2,operator_fro,operator_trace_mean,operator_spectral_entropy,operator_spectral_pr
tune_shift,gemma2_2b,gemma2_2b_it,layer_12,0.9513556957244873,0.9975892305374146,0.046233534812927246,0.01913331118370637,0.01113217725486202,0.00800113392884435,0.9998526737076289,0.9343589488603403,20.857858657836914,0.08332893997430801,5.46278190612793,215.20486450195312
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_0,0.9975490570068359,0.9998866319656372,0.0023375749588012695,0.005681882180118389,0.00419287979313248,0.0014890023869859092,0.9982960374143077,0.9971307090427256,6.3118157386779785,0.013471763581037521,4.019220352172852,53.63859939575195
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_2,0.9355812072753906,0.9982637763023376,0.06268256902694702,0.02364885718094222,0.0060153622348646475,0.01763349494607757,0.9989002954247831,0.9913060226050273,16.339439392089844,0.01426178589463234,5.143337726593018,123.5927505493164
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_4,0.8896891474723816,0.9890939593315125,0.09940481185913086,0.027514895355369665,0.01024267701060917,0.017272218344760497,0.9990256974298688,0.9791958169887289,25.03491973876953,0.01670774258673191,5.169649124145508,107.2403564453125
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_6,0.7099298238754272,0.945134699344635,0.23520487546920776,0.04129420230352235,0.018981069143614922,0.022313133159907426,0.9997819656168084,0.9426138411851918,32.19194793701172,0.015710650011897087,5.166203022003174,87.57235717773438
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_8,0.49112939834594727,0.9263825416564941,0.4352531433105469,0.06133327877802483,0.02279816520725988,0.038535113570764945,0.9999648159814223,0.9152285175488194,36.89120864868164,0.015912208706140518,5.162473201751709,73.63108825683594
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_10,0.5202694535255432,0.9142690300941467,0.3939995765686035,0.05997477207752375,0.02596438840870744,0.034010383668816306,0.9999930596726336,0.8725663505958997,35.19227600097656,0.017105283215641975,5.253892421722412,99.11198425292969
tune_shift,gemma3_1b_pt,gemma3_1b_it,layer_12,0.4863784909248352,0.9287634491920471,0.4423849582672119,0.059384948881361733,0.024118227121943718,0.035266721759418015,0.999999130699738,0.8943018869850253,34.356483459472656,0.015315638855099678,5.267084121704102,88.42366027832031
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_0,0.9997876882553101,0.9999707341194153,0.0001830458641052246,0.0015341684145426127,0.0024983258820068907,-0.000964157467464278,0.9993745793293622,0.9988200947589675,7.225513935089111,0.020503833889961243,4.043134689331055,55.556365966796875
tune_shift,gemma3_4b_pt,gemma3_4b_it,layer_2,0.9939724206924438,0.999658465385437,0.005686044692993164,0.006810874785430277,0.002378806072899157,0.00443206871253112,0.9999200662558871,0.9978351650170693,16.638912200927734,0.06705721467733383,5.391665935516357,186.021240234375
