model_a,model_b,layer,domain,cka,rsa_spearman,knn_overlap,procrustes_residual
gemma2_2b,gemma3_1b_it,layer_8,algebraic_geometry,0.4878897964954376,0.7256380688022369,0.5676878676878676,0.10381673124732876
gemma2_2b,gemma3_1b_it,layer_8,analogy_composition,0.3225010335445404,0.6949138186159953,0.5402902652902652,0.12459140811578943
gemma2_2b,gemma3_1b_it,layer_8,factual_recall,0.3578353226184845,0.6795609509328117,0.620934620934621,0.11996724886969361
gemma2_2b,gemma3_1b_it,layer_8,logical_reasoning,0.4111315608024597,0.7148166668367504,0.6679542679542678,0.12232455520474966
gemma2_2b,gemma3_1b_it,layer_8,narrative_structure,0.4077591300010681,0.7198820008251486,0.6378149628149629,0.11677205131284271
gemma2_2b,gemma3_1b_it,layer_8,symbolic_code,0.44505006074905396,0.6843224669320943,0.5509546009546009,0.10302701583257436
gemma2_2b,gemma3_1b_pt,layer_0,algebraic_geometry,0.9744946360588074,0.9420456980743129,0.7950271950271952,0.02233203029373787
gemma2_2b,gemma3_1b_pt,layer_0,analogy_composition,0.9807469248771667,0.9532857973837247,0.8098679098679098,0.022150142681167325
gemma2_2b,gemma3_1b_pt,layer_0,factual_recall,0.9828289151191711,0.9273452226662214,0.8118881118881119,0.019230314152389374
gemma2_2b,gemma3_1b_pt,layer_0,logical_reasoning,0.9850172996520996,0.9596881346246083,0.8078477078477079,0.02009781602947155
gemma2_2b,gemma3_1b_pt,layer_0,narrative_structure,0.974124550819397,0.9175236209739378,0.8452214452214454,0.02221715705698185
gemma2_2b,gemma3_1b_pt,layer_0,symbolic_code,0.9787136912345886,0.9393974956883795,0.843201243201243,0.02037934034122583
gemma2_2b,gemma3_1b_pt,layer_12,algebraic_geometry,0.578088104724884,0.7499015215683072,0.5867021867021867,0.10682648404976897
gemma2_2b,gemma3_1b_pt,layer_12,analogy_composition,0.432108998298645,0.6981770920653063,0.5936591186591186,0.10805359052220948
gemma2_2b,gemma3_1b_pt,layer_12,factual_recall,0.43764305114746094,0.6849330186299908,0.5643578643578644,0.11560918287721263
gemma2_2b,gemma3_1b_pt,layer_12,logical_reasoning,0.5286617279052734,0.6772885848117247,0.6230991230991232,0.11010579066752241
gemma2_2b,gemma3_1b_pt,layer_12,narrative_structure,0.4181993007659912,0.612656410136791,0.5614996114996115,0.12654183727681453
gemma2_2b,gemma3_1b_pt,layer_12,symbolic_code,0.47611308097839355,0.7752669705818463,0.6068820068820069,0.11078097019587503
gemma2_2b,gemma3_1b_pt,layer_4,algebraic_geometry,0.8651845455169678,0.6608477163354652,0.5836163836163836,0.05762539854801869
gemma2_2b,gemma3_1b_pt,layer_4,analogy_composition,0.8431018590927124,0.6500895854867137,0.5404900654900655,0.059287311539141
gemma2_2b,gemma3_1b_pt,layer_4,factual_recall,0.8266439437866211,0.6181738264592813,0.5405788655788655,0.062026781414212
gemma2_2b,gemma3_1b_pt,layer_4,logical_reasoning,0.9093981385231018,0.7852568092988131,0.6130869130869131,0.05100325462321836
gemma2_2b,gemma3_1b_pt,layer_4,narrative_structure,0.8882885575294495,0.6662932601682079,0.6092102342102341,0.055262580343465005
gemma2_2b,gemma3_1b_pt,layer_4,symbolic_code,0.8888595104217529,0.7182554666099074,0.613897213897214,0.053850350143563805
gemma2_2b,gemma3_1b_pt,layer_8,algebraic_geometry,0.5223308801651001,0.6496426056620359,0.4992507492507492,0.11065485557473392
gemma2_2b,gemma3_1b_pt,layer_8,analogy_composition,0.5378895998001099,0.6318857271148807,0.5618825618825619,0.0947884740088014
gemma2_2b,gemma3_1b_pt,layer_8,factual_recall,0.49647068977355957,0.7748266969123987,0.6586302586302588,0.1021663153739246
gemma2_2b,gemma3_1b_pt,layer_8,logical_reasoning,0.570027232170105,0.7166478845724898,0.6244533244533242,0.1037886223452313
gemma2_2b,gemma3_1b_pt,layer_8,narrative_structure,0.3998100757598877,0.7436618814847428,0.6089355089355091,0.11960940720199295
gemma2_2b,gemma3_1b_pt,layer_8,symbolic_code,0.5396758317947388,0.7685777265259054,0.6165362415362415,0.09814240034846049
gemma2_2b,gemma3_4b_it,layer_0,algebraic_geometry,0.979729413986206,0.966160303351474,0.8000777000777002,0.01986131438717245
gemma2_2b,gemma3_4b_it,layer_0,analogy_composition,0.9835090637207031,0.9585445893719102,0.8442113442113439,0.01972069778164976
gemma2_2b,gemma3_4b_it,layer_0,factual_recall,0.984408974647522,0.9399755371120088,0.8414141414141414,0.01818798997620424
